road_node,lat,lon,weight
290057652,22.274707,114.1878699,2286.8155364990234
290057683,22.2754225,114.1901358,1533.6730499267578
290057687,22.2772155,114.1887322,553.4927978515625
290057729,22.2784304,114.1885728,320.11187744140625
290069764,22.2784644,114.1867548,308.8717346191406
290070011,22.2767397,114.1875905,1058.6736907958984
290070046,22.278887,114.184956,642.4378051757812
290070174,22.2793111,114.1834608,390.7977294921875
290070175,22.2791941,114.1844598,355.7759704589844
290070237,22.278464,114.1838187,407.3403930664063
290070317,22.2784464,114.1856669,848.19287109375
290070463,22.2782077,114.1848883,443.7018737792969
290070570,22.2785871,114.1832684,427.8736877441406
290072444,22.2773195,114.1847984,366.1893005371094
290072782,22.2774042,114.1856939,825.8141479492188
290072863,22.2774746,114.1872283,579.6531372070312
290073600,22.2776416,114.1825765,278.4046936035156
290880231,22.2420089,114.1563566,1239.0836181640625
290880243,22.2417874,114.1561735,6126.6011962890625
290880248,22.2417731,114.1548813,2955.1426391601562
290881372,22.2390951,114.1518276,3027.4083251953125
290881378,22.2429626,114.1484204,8112.856506347656
291156513,22.2441286,114.150372,3548.2814331054688
291157377,22.2472,114.1552944,623.7965087890625
291157621,22.2492194,114.1547518,557.4571533203125
291157814,22.2472235,114.1560731,1373.0831909179688
291157816,22.2470054,114.1564558,292.06886291503906
291157856,22.2476563,114.1590068,2666.8509826660156
291158026,22.2473658,114.1585907,151.72377014160156
291158321,22.2503682,114.1706042,92.91301727294922
291167230,22.3283081,114.0259265,1739.5628871917725
291190518,22.26407,114.23508,608.942138671875
291190519,22.26468,114.23432,687.8404541015625
291190526,22.2688727,114.2336448,722.1231079101562
291496675,22.2499401,114.1553014,505.9556884765625
291496677,22.2499262,114.1543157,1720.7114944458008
291549761,22.2884956,114.1448784,814.4601745605469
291549863,22.2883026,114.1472,472.377685546875
292204030,22.2746073,114.1797233,119.42005157470705
292204233,22.2748179,114.1789398,126.61385345458984
292205330,22.2758102,114.1827494,915.8699035644531
292206271,22.277251,114.1789897,428.78851318359375
